Code,date,y_true,y_pred,residual,abs_residual
110000,2023-01-01,5963.0,12462.052,-6499.0517578125,6499.0517578125
110000,2023-02-01,8694.0,16737.99,-8043.990234375,8043.990234375
110000,2023-03-01,15001.0,20087.09,-5086.08984375,5086.08984375
110000,2023-04-01,14929.0,14905.965,23.03515625,23.03515625
110000,2023-05-01,13773.0,15401.307,-1628.306640625,1628.306640625
110000,2023-06-01,23743.0,24459.107,-716.107421875,716.107421875
110000,2023-07-01,24904.0,23576.049,1327.951171875,1327.951171875
110000,2023-08-01,22063.0,27422.637,-5359.63671875,5359.63671875
110000,2023-09-01,19136.0,27227.58,-8091.580078125,8091.580078125
110000,2023-10-01,16603.0,26130.076,-9527.076171875,9527.076171875
110000,2023-11-01,19128.0,24959.73,-5831.73046875,5831.73046875
110000,2023-12-01,22321.0,25630.105,-3309.10546875,3309.10546875
110000,2024-01-01,57331.0,27268.424,30062.576171875,30062.576171875
110000,2024-02-01,24283.0,36507.164,-12224.1640625,12224.1640625
110000,2024-03-01,51037.0,34840.516,16196.484375,16196.484375
110000,2024-04-01,51148.0,35859.14,15288.859375,15288.859375
110000,2024-05-01,50991.0,36979.43,14011.5703125,14011.5703125
110000,2024-06-01,58464.0,36431.26,22032.73828125,22032.73828125
110000,2024-07-01,56525.0,43776.62,12748.37890625,12748.37890625
110000,2024-08-01,59411.0,45640.703,13770.296875,13770.296875
110000,2024-09-01,58631.0,48448.2,10182.80078125,10182.80078125
110000,2024-10-01,51475.0,49044.992,2430.0078125,2430.0078125
110000,2024-11-01,59129.0,44844.164,14284.8359375,14284.8359375
110000,2024-12-01,69932.0,50507.91,19424.08984375,19424.08984375
120000,2023-01-01,6651.0,6340.8726,310.12744140625,310.12744140625
120000,2023-02-01,6752.0,7211.218,-459.2177734375,459.2177734375
120000,2023-03-01,9952.0,8327.154,1624.845703125,1624.845703125
120000,2023-04-01,10137.0,7805.1875,2331.8125,2331.8125
120000,2023-05-01,11614.0,9007.674,2606.326171875,2606.326171875
120000,2023-06-01,14968.0,10561.678,4406.322265625,4406.322265625
120000,2023-07-01,14603.0,11033.599,3569.4013671875,3569.4013671875
120000,2023-08-01,16933.0,13645.658,3287.341796875,3287.341796875
120000,2023-09-01,15561.0,14910.119,650.880859375,650.880859375
120000,2023-10-01,17551.0,12826.128,4724.8720703125,4724.8720703125
120000,2023-11-01,15217.0,15316.46,-99.4599609375,99.4599609375
120000,2023-12-01,15366.0,16699.137,-1333.13671875,1333.13671875
120000,2024-01-01,44959.0,24677.4,20281.599609375,20281.599609375
120000,2024-02-01,17504.0,27743.902,-10239.90234375,10239.90234375
120000,2024-03-01,27468.0,31979.326,-4511.326171875,4511.326171875
120000,2024-04-01,27412.0,32403.752,-4991.751953125,4991.751953125
120000,2024-05-01,29603.0,32507.11,-2904.109375,2904.109375
120000,2024-06-01,39867.0,30979.389,8887.611328125,8887.611328125
120000,2024-07-01,33811.0,31219.412,2591.587890625,2591.587890625
120000,2024-08-01,35998.0,31638.938,4359.0625,4359.0625
120000,2024-09-01,40466.0,36465.32,4000.6796875,4000.6796875
120000,2024-10-01,46111.0,36157.5,9953.5,9953.5
120000,2024-11-01,43947.0,37762.918,6184.08203125,6184.08203125
120000,2024-12-01,33583.0,36100.453,-2517.453125,2517.453125
130100,2023-01-01,3108.0,3732.7974,-624.79736328125,624.79736328125
130100,2023-02-01,3513.0,3105.173,407.826904296875,407.826904296875
130100,2023-03-01,6103.0,5867.8027,235.197265625,235.197265625
130100,2023-04-01,4754.0,4494.0225,259.9775390625,259.9775390625
130100,2023-05-01,5830.0,5428.9985,401.00146484375,401.00146484375
130100,2023-06-01,8374.0,7390.5728,983.42724609375,983.42724609375
130100,2023-07-01,5863.0,6394.48,-531.47998046875,531.47998046875
130100,2023-08-01,6397.0,7179.018,-782.01806640625,782.01806640625
130100,2023-09-01,7098.0,7882.8755,-784.87548828125,784.87548828125
130100,2023-10-01,7639.0,7142.3765,496.62353515625,496.62353515625
130100,2023-11-01,7396.0,7277.2964,118.70361328125,118.70361328125
130100,2023-12-01,9353.0,10100.863,-747.86328125,747.86328125
130100,2024-01-01,21029.0,9061.098,11967.90234375,11967.90234375
130100,2024-02-01,11490.0,7250.9795,4239.0205078125,4239.0205078125
130100,2024-03-01,17330.0,18573.611,-1243.611328125,1243.611328125
130100,2024-04-01,15037.0,28404.424,-13367.423828125,13367.423828125
130100,2024-05-01,18322.0,28349.729,-10027.728515625,10027.728515625
130100,2024-06-01,18693.0,26111.986,-7418.986328125,7418.986328125
130100,2024-07-01,18484.0,25736.219,-7252.21875,7252.21875
130100,2024-08-01,22236.0,25870.953,-3634.953125,3634.953125
130100,2024-09-01,25739.0,29449.518,-3710.517578125,3710.517578125
130100,2024-10-01,31198.0,30275.973,922.02734375,922.02734375
130100,2024-11-01,31896.0,31971.701,-75.701171875,75.701171875
130100,2024-12-01,31415.0,33452.5,-2037.5,2037.5
130200,2023-01-01,1113.0,2275.1934,-1162.193359375,1162.193359375
130200,2023-02-01,1718.0,1851.9581,-133.9581298828125,133.9581298828125
130200,2023-03-01,2015.0,2532.1143,-517.1142578125,517.1142578125
130200,2023-04-01,2103.0,2065.3853,37.61474609375,37.61474609375
130200,2023-05-01,2910.0,3031.73,-121.72998046875,121.72998046875
130200,2023-06-01,2758.0,2954.2007,-196.20068359375,196.20068359375
130200,2023-07-01,3026.0,2756.2014,269.798583984375,269.798583984375
130200,2023-08-01,3155.0,3585.134,-430.134033203125,430.134033203125
130200,2023-09-01,3350.0,3699.791,-349.791015625,349.791015625
130200,2023-10-01,4036.0,3896.789,139.2109375,139.2109375
130200,2023-11-01,4263.0,4385.4116,-122.41162109375,122.41162109375
130200,2023-12-01,4782.0,4790.8726,-8.87255859375,8.87255859375
130200,2024-01-01,9423.0,4575.6655,4847.33447265625,4847.33447265625
130200,2024-02-01,5752.0,4339.184,1412.81591796875,1412.81591796875
130200,2024-03-01,8353.0,6878.45,1474.5498046875,1474.5498046875
130200,2024-04-01,9097.0,6633.2183,2463.78173828125,2463.78173828125
130200,2024-05-01,10065.0,6352.8115,3712.1884765625,3712.1884765625
130200,2024-06-01,9823.0,6307.4585,3515.54150390625,3515.54150390625
130200,2024-07-01,10692.0,6679.7227,4012.27734375,4012.27734375
130200,2024-08-01,13542.0,8860.4795,4681.5205078125,4681.5205078125
130200,2024-09-01,13898.0,9230.805,4667.1953125,4667.1953125
130200,2024-10-01,19322.0,14918.124,4403.8759765625,4403.8759765625
130200,2024-11-01,18791.0,26463.928,-7672.927734375,7672.927734375
130200,2024-12-01,15314.0,29948.521,-14634.521484375,14634.521484375
130300,2023-01-01,309.0,787.5424,-478.54241943359375,478.54241943359375
130300,2023-02-01,455.0,973.36957,-518.3695678710938,518.3695678710938
130300,2023-03-01,595.0,918.0216,-323.0216064453125,323.0216064453125
130300,2023-04-01,583.0,820.73956,-237.73956298828125,237.73956298828125
130300,2023-05-01,745.0,1068.2668,-323.266845703125,323.266845703125
130300,2023-06-01,732.0,1165.2761,-433.276123046875,433.276123046875
130300,2023-07-01,755.0,1079.5458,-324.5457763671875,324.5457763671875
130300,2023-08-01,804.0,1013.4351,-209.43511962890625,209.43511962890625
