Code,date,y_true,y_pred,residual,abs_residual
110000,2023-01-01,5963.0,16548.068,-10585.068359375,10585.068359375
110000,2023-02-01,8694.0,20007.824,-11313.82421875,11313.82421875
110000,2023-03-01,15001.0,21601.838,-6600.837890625,6600.837890625
110000,2023-04-01,14929.0,17730.977,-2801.9765625,2801.9765625
110000,2023-05-01,13773.0,19448.246,-5675.24609375,5675.24609375
110000,2023-06-01,23743.0,25775.564,-2032.564453125,2032.564453125
110000,2023-07-01,24904.0,26325.988,-1421.98828125,1421.98828125
110000,2023-08-01,22063.0,27799.018,-5736.017578125,5736.017578125
110000,2023-09-01,19136.0,30154.014,-11018.013671875,11018.013671875
110000,2023-10-01,16603.0,26760.564,-10157.564453125,10157.564453125
110000,2023-11-01,19128.0,29067.996,-9939.99609375,9939.99609375
110000,2023-12-01,22321.0,28498.156,-6177.15625,6177.15625
110000,2024-01-01,57331.0,30190.346,27140.654296875,27140.654296875
110000,2024-02-01,24283.0,38003.496,-13720.49609375,13720.49609375
110000,2024-03-01,51037.0,36576.46,14460.5390625,14460.5390625
110000,2024-04-01,51148.0,38522.234,12625.765625,12625.765625
110000,2024-05-01,50991.0,37222.33,13768.671875,13768.671875
110000,2024-06-01,58464.0,38926.895,19537.10546875,19537.10546875
110000,2024-07-01,56525.0,44667.613,11857.38671875,11857.38671875
110000,2024-08-01,59411.0,46384.29,13026.7109375,13026.7109375
110000,2024-09-01,58631.0,50033.15,8597.8515625,8597.8515625
110000,2024-10-01,51475.0,49467.883,2007.1171875,2007.1171875
110000,2024-11-01,59129.0,45887.883,13241.1171875,13241.1171875
110000,2024-12-01,69932.0,51289.742,18642.2578125,18642.2578125
120000,2023-01-01,6651.0,7275.833,-624.8330078125,624.8330078125
120000,2023-02-01,6752.0,7605.7695,-853.76953125,853.76953125
120000,2023-03-01,9952.0,9028.883,923.1171875,923.1171875
120000,2023-04-01,10137.0,7884.6743,2252.32568359375,2252.32568359375
120000,2023-05-01,11614.0,8443.871,3170.12890625,3170.12890625
120000,2023-06-01,14968.0,12112.591,2855.4091796875,2855.4091796875
120000,2023-07-01,14603.0,12380.158,2222.841796875,2222.841796875
120000,2023-08-01,16933.0,13836.586,3096.4140625,3096.4140625
120000,2023-09-01,15561.0,14315.181,1245.8193359375,1245.8193359375
120000,2023-10-01,17551.0,12665.687,4885.3134765625,4885.3134765625
120000,2023-11-01,15217.0,15798.812,-581.8115234375,581.8115234375
120000,2023-12-01,15366.0,16496.87,-1130.869140625,1130.869140625
120000,2024-01-01,44959.0,26970.594,17988.40625,17988.40625
120000,2024-02-01,17504.0,29476.775,-11972.775390625,11972.775390625
120000,2024-03-01,27468.0,33666.3,-6198.30078125,6198.30078125
120000,2024-04-01,27412.0,34254.332,-6842.33203125,6842.33203125
120000,2024-05-01,29603.0,33909.266,-4306.265625,4306.265625
120000,2024-06-01,39867.0,33482.684,6384.31640625,6384.31640625
120000,2024-07-01,33811.0,33891.664,-80.6640625,80.6640625
120000,2024-08-01,35998.0,34338.605,1659.39453125,1659.39453125
120000,2024-09-01,40466.0,41090.633,-624.6328125,624.6328125
120000,2024-10-01,46111.0,40538.44,5572.55859375,5572.55859375
120000,2024-11-01,43947.0,43488.902,458.09765625,458.09765625
120000,2024-12-01,33583.0,38813.68,-5230.6796875,5230.6796875
130100,2023-01-01,3108.0,4305.495,-1197.4951171875,1197.4951171875
130100,2023-02-01,3513.0,2977.9421,535.057861328125,535.057861328125
130100,2023-03-01,6103.0,6113.9478,-10.94775390625,10.94775390625
130100,2023-04-01,4754.0,4782.378,-28.3779296875,28.3779296875
130100,2023-05-01,5830.0,5993.63,-163.6298828125,163.6298828125
130100,2023-06-01,8374.0,7405.0283,968.9716796875,968.9716796875
130100,2023-07-01,5863.0,6824.1875,-961.1875,961.1875
130100,2023-08-01,6397.0,6803.614,-406.61376953125,406.61376953125
130100,2023-09-01,7098.0,7873.5376,-775.53759765625,775.53759765625
130100,2023-10-01,7639.0,7055.299,583.701171875,583.701171875
130100,2023-11-01,7396.0,7196.6426,199.357421875,199.357421875
130100,2023-12-01,9353.0,10552.118,-1199.1181640625,1199.1181640625
130100,2024-01-01,21029.0,9262.404,11766.595703125,11766.595703125
130100,2024-02-01,11490.0,8843.274,2646.7255859375,2646.7255859375
130100,2024-03-01,17330.0,19772.393,-2442.392578125,2442.392578125
130100,2024-04-01,15037.0,28703.35,-13666.349609375,13666.349609375
130100,2024-05-01,18322.0,27221.273,-8899.2734375,8899.2734375
130100,2024-06-01,18693.0,26978.502,-8285.501953125,8285.501953125
130100,2024-07-01,18484.0,26441.732,-7957.732421875,7957.732421875
130100,2024-08-01,22236.0,26755.398,-4519.3984375,4519.3984375
130100,2024-09-01,25739.0,29885.613,-4146.61328125,4146.61328125
130100,2024-10-01,31198.0,30280.012,917.98828125,917.98828125
130100,2024-11-01,31896.0,35161.6,-3265.6015625,3265.6015625
130100,2024-12-01,31415.0,35977.984,-4562.984375,4562.984375
130200,2023-01-01,1113.0,1894.9081,-781.9080810546875,781.9080810546875
130200,2023-02-01,1718.0,1756.2466,-38.24658203125,38.24658203125
130200,2023-03-01,2015.0,2606.5925,-591.592529296875,591.592529296875
